"region"	"type of building"	"period of construction"	"year"	Number of dwellings
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"1981-1990"	"2014"	691
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"1981-1990"	"2015"	702
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"1981-1990"	"2016"	560
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"1981-1990"	"2017"	578
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"1981-1990"	"2018"	614
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"1981-1990"	"2019"	598
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"1981-1990"	"2020"	592
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"1981-1990"	"2021"	598
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"1991-2000"	"2013"	310
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"1991-2000"	"2014"	320
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"1991-2000"	"2015"	321
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"1991-2000"	"2016"	330
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"1991-2000"	"2017"	328
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"1991-2000"	"2018"	395
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"1991-2000"	"2019"	358
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"1991-2000"	"2020"	310
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"1991-2000"	"2021"	318
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"2001-2010"	"2013"	172
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"2001-2010"	"2014"	238
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"2001-2010"	"2015"	158
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"2001-2010"	"2016"	168
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"2001-2010"	"2017"	172
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"2001-2010"	"2018"	174
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"2001-2010"	"2019"	125
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"2001-2010"	"2020"	116
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"2001-2010"	"2021"	115
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"2011-2020"	"2013"	5
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"2011-2020"	"2014"	28
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"2011-2020"	"2015"	27
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"2011-2020"	"2016"	65
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"2011-2020"	"2017"	96
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"2011-2020"	"2018"	137
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"2011-2020"	"2019"	133
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"2011-2020"	"2020"	163
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"2011-2020"	"2021"	166
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"2021-"	"2013"	0
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"2021-"	"2014"	0
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"2021-"	"2015"	0
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"2021-"	"2016"	0
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"2021-"	"2017"	0
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"2021-"	"2018"	0
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"2021-"	"2019"	0
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"2021-"	"2020"	0
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"2021-"	"2021"	0
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"data missing"	"2013"	1265
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"data missing"	"2014"	975
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"data missing"	"2015"	881
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"data missing"	"2016"	1063
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"data missing"	"2017"	1039
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"data missing"	"2018"	802
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"data missing"	"2019"	759
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"data missing"	"2020"	768
"SKL07 manufacturing municipalities (54 municipalities)"	"other buildings"	"data missing"	"2021"	761
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"-1930"	"2013"	15779
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"-1930"	"2014"	15822
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"-1930"	"2015"	15632
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"-1930"	"2016"	15787
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"-1930"	"2017"	15821
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"-1930"	"2018"	15866
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"-1930"	"2019"	15708
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"-1930"	"2020"	15770
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"-1930"	"2021"	15805
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1931-1940"	"2013"	6156
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1931-1940"	"2014"	6157
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1931-1940"	"2015"	6097
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1931-1940"	"2016"	6054
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1931-1940"	"2017"	6083
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1931-1940"	"2018"	6087
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1931-1940"	"2019"	6073
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1931-1940"	"2020"	6067
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1931-1940"	"2021"	6079
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1941-1950"	"2013"	5663
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1941-1950"	"2014"	5708
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1941-1950"	"2015"	5636
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1941-1950"	"2016"	5624
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1941-1950"	"2017"	5635
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1941-1950"	"2018"	5649
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1941-1950"	"2019"	5612
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1941-1950"	"2020"	5609
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1941-1950"	"2021"	5627
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1951-1960"	"2013"	6979
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1951-1960"	"2014"	6907
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1951-1960"	"2015"	6902
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1951-1960"	"2016"	6887
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1951-1960"	"2017"	6903
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1951-1960"	"2018"	6861
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1951-1960"	"2019"	6825
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1951-1960"	"2020"	6805
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1951-1960"	"2021"	6811
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1961-1970"	"2013"	4930
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1961-1970"	"2014"	4908
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1961-1970"	"2015"	4880
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1961-1970"	"2016"	4878
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1961-1970"	"2017"	4861
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1961-1970"	"2018"	4892
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1961-1970"	"2019"	4899
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1961-1970"	"2020"	4839
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1961-1970"	"2021"	4827
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1971-1980"	"2013"	8958
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1971-1980"	"2014"	9005
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1971-1980"	"2015"	8969
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1971-1980"	"2016"	8956
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1971-1980"	"2017"	8957
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1971-1980"	"2018"	8952
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1971-1980"	"2019"	8946
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1971-1980"	"2020"	8955
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1971-1980"	"2021"	8933
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1981-1990"	"2013"	4926
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1981-1990"	"2014"	4968
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1981-1990"	"2015"	4947
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1981-1990"	"2016"	4952
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1981-1990"	"2017"	4948
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1981-1990"	"2018"	4941
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1981-1990"	"2019"	4931
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1981-1990"	"2020"	4945
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1981-1990"	"2021"	4910
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1991-2000"	"2013"	1227
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1991-2000"	"2014"	1228
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1991-2000"	"2015"	1221
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1991-2000"	"2016"	1238
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1991-2000"	"2017"	1226
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1991-2000"	"2018"	1252
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1991-2000"	"2019"	1265
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1991-2000"	"2020"	1268
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"1991-2000"	"2021"	1292
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"2001-2010"	"2013"	700
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"2001-2010"	"2014"	695
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"2001-2010"	"2015"	684
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"2001-2010"	"2016"	807
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"2001-2010"	"2017"	803
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"2001-2010"	"2018"	818
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"2001-2010"	"2019"	812
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"2001-2010"	"2020"	828
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"2001-2010"	"2021"	842
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"2011-2020"	"2013"	143
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"2011-2020"	"2014"	157
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"2011-2020"	"2015"	174
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"2011-2020"	"2016"	295
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"2011-2020"	"2017"	343
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"2011-2020"	"2018"	424
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"2011-2020"	"2019"	507
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"2011-2020"	"2020"	582
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"2011-2020"	"2021"	602
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"2021-"	"2013"	0
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"2021-"	"2014"	0
"SKL08 sparsely populated municipalities (20 municipalities)"	"one- or two-dwelling buildings"	"2021-"	"2015"	0
